"populacao_rank","populacao","codigo_ibge","cidade_nome","cidade_link"
3070,10340,"5202502","Aruanã","https://pt.wikipedia.org/wiki/Aruan%C3%A3_(Goi%C3%A1s)"
3071,10337,"4208708","Jacinto Machado","https://pt.wikipedia.org/wiki/Jacinto_Machado"
3072,10333,"3170503","Urucânia","https://pt.wikipedia.org/wiki/Uruc%C3%A2nia"
3073,10327,"4115101","Mariluz","https://pt.wikipedia.org/wiki/Mariluz"
3074,10323,"2401701","Bom Jesus","https://pt.wikipedia.org/wiki/Bom_Jesus_(Rio_Grande_do_Norte)"
3075,10314,"2615201","Terra Nova","https://pt.wikipedia.org/wiki/Terra_Nova_(Pernambuco)"
3076,10311,"3126505","Francisco Badaró","https://pt.wikipedia.org/wiki/Francisco_Badar%C3%B3"
3077,10307,"3128204","Guaraciaba","https://pt.wikipedia.org/wiki/Guaraciaba_(Minas_Gerais)"
3078,10299,"5205000","Carmo do Rio Verde","https://pt.wikipedia.org/wiki/Carmo_do_Rio_Verde"
3079,10294,"2920007","Maiquinique","https://pt.wikipedia.org/wiki/Maiquinique"
3080,10291,"3123007","Dores de Campos","https://pt.wikipedia.org/wiki/Dores_de_Campos"
3081,10284,"2916609","Itapitanga","https://pt.wikipedia.org/wiki/Itapitanga"
3082,10269,"3106002","Bela Vista de Minas","https://pt.wikipedia.org/wiki/Bela_Vista_de_Minas"
3083,10269,"3156601","Rubim","https://pt.wikipedia.org/wiki/Rubim"
3084,10253,"2924702","Piripá","https://pt.wikipedia.org/wiki/Pirip%C3%A1"
3085,10240,"5216809","Petrolina de Goiás","https://pt.wikipedia.org/wiki/Petrolina_de_Goi%C3%A1s"
3086,10225,"4212650","Pescaria Brava","https://pt.wikipedia.org/wiki/Pescaria_Brava"
3087,10221,"5216304","Paranaiguara","https://pt.wikipedia.org/wiki/Paranaiguara"
3088,10211,"3120508","Cristina","https://pt.wikipedia.org/wiki/Cristina_(Minas_Gerais)"
3089,10205,"3540507","Porangaba","https://pt.wikipedia.org/wiki/Porangaba"
3090,10193,"5215009","Nova Veneza","https://pt.wikipedia.org/wiki/Nova_Veneza_(Goi%C3%A1s)"
3091,10191,"3555604","Uchoa","https://pt.wikipedia.org/wiki/Uchoa"
3092,10181,"4308300","Fontoura Xavier","https://pt.wikipedia.org/wiki/Fontoura_Xavier"
3093,10175,"2407005","Luís Gomes","https://pt.wikipedia.org/wiki/Lu%C3%ADs_Gomes"
3094,10174,"3514601","Dumont","https://pt.wikipedia.org/wiki/Dumont"
3095,10173,"2916302","Itapebi","https://pt.wikipedia.org/wiki/Itapebi"
3096,10161,"5217203","Piranhas","https://pt.wikipedia.org/wiki/Piranhas_(Goi%C3%A1s)"
3097,10156,"3131505","Ipuiuna","https://pt.wikipedia.org/wiki/Ipuiuna"
3098,10153,"4202602","Bom Retiro","https://pt.wikipedia.org/wiki/Bom_Retiro_(Santa_Catarina)"
3099,10152,"4320677","Sinimbu","https://pt.wikipedia.org/wiki/Sinimbu"
3100,10144,"4105003","Catanduvas","https://pt.wikipedia.org/wiki/Catanduvas_(Paran%C3%A1)"
3101,10144,"4315107","Porto Xavier","https://pt.wikipedia.org/wiki/Porto_Xavier"
3102,10136,"4200705","Alfredo Wagner","https://pt.wikipedia.org/wiki/Alfredo_Wagner"
3103,10131,"4116703","Nova Aurora","https://pt.wikipedia.org/wiki/Nova_Aurora_(Paran%C3%A1)"
3104,10122,"3132909","Itamogi","https://pt.wikipedia.org/wiki/Itamogi"
3105,10122,"4124806","São João","https://pt.wikipedia.org/wiki/S%C3%A3o_Jo%C3%A3o_(Paran%C3%A1)"
3106,10121,"2104651","Governador Newton Bello","https://pt.wikipedia.org/wiki/Governador_Newton_Bello"
3107,10120,"5203559","Bonfinópolis","https://pt.wikipedia.org/wiki/Bonfin%C3%B3polis"
3108,10107,"5105580","Marcelândia","https://pt.wikipedia.org/wiki/Marcel%C3%A2ndia"
3109,10103,"3114550","Carneirinho","https://pt.wikipedia.org/wiki/Carneirinho"
3110,10100,"3554706","Torrinha","https://pt.wikipedia.org/wiki/Torrinha"
3111,10094,"5102793","Carlinda","https://pt.wikipedia.org/wiki/Carlinda"
3112,10089,"4312906","Nova Bassano","https://pt.wikipedia.org/wiki/Nova_Bassano"
3113,10074,"2210656","Sigefredo Pacheco","https://pt.wikipedia.org/wiki/Sigefredo_Pacheco_(Piau%C3%AD)"
3114,10055,"4124020","Santa Tereza do Oeste","https://pt.wikipedia.org/wiki/Santa_Tereza_do_Oeste"
3115,10050,"2904209","Botuporã","https://pt.wikipedia.org/wiki/Botupor%C3%A3"
3116,10050,"2924678","Piraí do Norte","https://pt.wikipedia.org/wiki/Pira%C3%AD_do_Norte"
3117,10047,"3542503","Reginópolis","https://pt.wikipedia.org/wiki/Regin%C3%B3polis"
3118,10029,"4110805","Iretama","https://pt.wikipedia.org/wiki/Iretama"
3119,10012,"5205901","Corumbaíba","https://pt.wikipedia.org/wiki/Corumba%C3%ADba"
3120,9994,"2200707","Anísio de Abreu","https://pt.wikipedia.org/wiki/An%C3%ADsio_de_Abreu"
3121,9988,"3201100","Bom Jesus do Norte","https://pt.wikipedia.org/wiki/Bom_Jesus_do_Norte"
3122,9976,"3133600","Itapeva","https://pt.wikipedia.org/wiki/Itapeva_(Minas_Gerais)"
3123,9972,"3528601","Manduri","https://pt.wikipedia.org/wiki/Manduri_(S%C3%A3o_Paulo)"
3124,9964,"4206405","Guaraciaba","https://pt.wikipedia.org/wiki/Guaraciaba_(Santa_Catarina)"
3125,9962,"2509800","Mulungu","https://pt.wikipedia.org/wiki/Mulungu_(Para%C3%ADba)"
3126,9962,"3532827","Nova Campina","https://pt.wikipedia.org/wiki/Nova_Campina"
3127,9957,"4314704","Planalto","https://pt.wikipedia.org/wiki/Planalto_(Rio_Grande_do_Sul)"
3128,9954,"2914109","Ipupiara","https://pt.wikipedia.org/wiki/Ipupiara"
3129,9945,"4211058","Monte Carlo","https://pt.wikipedia.org/wiki/Monte_Carlo_(Santa_Catarina)"
3130,9940,"3543808","Rinópolis","https://pt.wikipedia.org/wiki/Rin%C3%B3polis"
3131,9934,"5004007","Glória de Dourados","https://pt.wikipedia.org/wiki/Gl%C3%B3ria_de_Dourados"
3132,9930,"4317707","Santo Antônio das Missões","https://pt.wikipedia.org/wiki/Santo_Ant%C3%B4nio_das_Miss%C3%B5es"
3133,9914,"2517001","Umbuzeiro","https://pt.wikipedia.org/wiki/Umbuzeiro_(Para%C3%ADba)"
3134,9903,"4305801","Constantina","https://pt.wikipedia.org/wiki/Constantina_(Rio_Grande_do_Sul)"
3135,9900,"4204400","Coronel Freitas","https://pt.wikipedia.org/wiki/Coronel_Freitas"
3136,9897,"3119203","Coroaci","https://pt.wikipedia.org/wiki/Coroaci"
3137,9897,"4125001","São João do Ivaí","https://pt.wikipedia.org/wiki/S%C3%A3o_Jo%C3%A3o_do_Iva%C3%AD"
3138,9896,"3112505","Capim Branco","https://pt.wikipedia.org/wiki/Capim_Branco"
3139,9884,"3164506","São Sebastião do Maranhão","https://pt.wikipedia.org/wiki/S%C3%A3o_Sebasti%C3%A3o_do_Maranh%C3%A3o"
3140,9874,"4217303","Saudades","https://pt.wikipedia.org/wiki/Saudades_(Santa_Catarina)"
3141,9863,"2204808","Ipiranga do Piauí","https://pt.wikipedia.org/wiki/Ipiranga_do_Piau%C3%AD"
3142,9851,"3503703","Ariranha","https://pt.wikipedia.org/wiki/Ariranha_(S%C3%A3o_Paulo)"
3143,9840,"2800407","Arauá","https://pt.wikipedia.org/wiki/Arau%C3%A1"
3144,9831,"2508000","Juru","https://pt.wikipedia.org/wiki/Juru"
3145,9825,"2410405","Pureza","https://pt.wikipedia.org/wiki/Pureza"
3146,9817,"1702901","Axixá do Tocantins","https://pt.wikipedia.org/wiki/Axix%C3%A1_do_Tocantins"
3147,9810,"3126208","Formoso","https://pt.wikipedia.org/wiki/Formoso_(Minas_Gerais)"
3148,9786,"3519253","Iaras","https://pt.wikipedia.org/wiki/Iaras"
3149,9773,"4214201","Quilombo","https://pt.wikipedia.org/wiki/Quilombo_(Santa_Catarina)"
3150,9772,"2403806","Florânia","https://pt.wikipedia.org/wiki/Flor%C3%A2nia"
3151,9768,"2903953","Bom Jesus da Serra","https://pt.wikipedia.org/wiki/Bom_Jesus_da_Serra"
3152,9766,"3138658","Lontra","https://pt.wikipedia.org/wiki/Lontra_(Minas_Gerais)"
3153,9764,"4207205","Imaruí","https://pt.wikipedia.org/wiki/Imaru%C3%AD"
3154,9754,"5004106","Guia Lopes da Laguna","https://pt.wikipedia.org/wiki/Guia_Lopes_da_Laguna"
3155,9740,"5205307","Cavalcante","https://pt.wikipedia.org/wiki/Cavalcante_(Goi%C3%A1s)"
3156,9727,"2805109","Pedrinhas","https://pt.wikipedia.org/wiki/Pedrinhas"
3157,9722,"4100707","Alto Piquiri","https://pt.wikipedia.org/wiki/Alto_Piquiri"
3158,9716,"3126901","Frei Inocêncio","https://pt.wikipedia.org/wiki/Frei_Inoc%C3%AAncio"
3159,9707,"4304358","Candiota","https://pt.wikipedia.org/wiki/Candiota"
3160,9701,"1200344","Manoel Urbano","https://pt.wikipedia.org/wiki/Manoel_Urbano"
3161,9698,"2304269","Deputado Irapuan Pinheiro","https://pt.wikipedia.org/wiki/Deputado_Irapuan_Pinheiro"
3162,9694,"2906105","Canápolis","https://pt.wikipedia.org/wiki/Can%C3%A1polis_(Bahia)"
3163,9686,"2401305","Campo Grande","https://pt.wikipedia.org/wiki/Campo_Grande_(Rio_Grande_do_Norte)"
3164,9681,"3137536","Lagoa Grande","https://pt.wikipedia.org/wiki/Lagoa_Grande_(Minas_Gerais)"
3165,9664,"4122602","Rondon","https://pt.wikipedia.org/wiki/Rondon_(Paran%C3%A1)"
3166,9649,"3519006","Herculândia","https://pt.wikipedia.org/wiki/Hercul%C3%A2ndia"
3167,9631,"3520202","Igaratá","https://pt.wikipedia.org/wiki/Igarat%C3%A1"
3168,9626,"5103452","Denise","https://pt.wikipedia.org/wiki/Denise_(Mato_Grosso)"
3169,9621,"3200136","Águia Branca","https://pt.wikipedia.org/wiki/%C3%81guia_Branca"
3170,9600,"2612000","Sairé","https://pt.wikipedia.org/wiki/Sair%C3%A9"
3171,9597,"3148301","Paula Cândido","https://pt.wikipedia.org/wiki/Paula_C%C3%A2ndido"
3172,9576,"2701506","Campo Grande","https://pt.wikipedia.org/wiki/Campo_Grande_(Alagoas)"
3173,9576,"3125903","Ferros","https://pt.wikipedia.org/wiki/Ferros"
3174,9574,"2203453","Dom Inocêncio","https://pt.wikipedia.org/wiki/Dom_Inoc%C3%AAncio"
3175,9573,"4112405","Japurá","https://pt.wikipedia.org/wiki/Japur%C3%A1_(Paran%C3%A1)"
3176,9572,"2616100","Verdejante","https://pt.wikipedia.org/wiki/Verdejante"
3177,9568,"2701803","Carneiros","https://pt.wikipedia.org/wiki/Carneiros"
3178,9567,"4100301","Agudos do Sul","https://pt.wikipedia.org/wiki/Agudos_do_Sul"
3179,9550,"2923902","Pau Brasil","https://pt.wikipedia.org/wiki/Pau_Brasil_(Bahia)"
3180,9548,"2927101","Rodelas","https://pt.wikipedia.org/wiki/Rodelas"
3181,9545,"5106265","Novo Mundo","https://pt.wikipedia.org/wiki/Novo_Mundo_(Mato_Grosso)"
3182,9527,"3171030","Verdelândia","https://pt.wikipedia.org/wiki/Verdel%C3%A2ndia"
3183,9524,"2102374","Cachoeira Grande","https://pt.wikipedia.org/wiki/Cachoeira_Grande"
3184,9523,"3103900","Araújos","https://pt.wikipedia.org/wiki/Ara%C3%BAjos"
3185,9515,"5203906","Buriti Alegre","https://pt.wikipedia.org/wiki/Buriti_Alegre"
3186,9507,"2705804","Olho d'Água do Casado","https://pt.wikipedia.org/wiki/Olho_d%27%C3%81gua_do_Casado"
3187,9502,"3554409","Terra Roxa","https://pt.wikipedia.org/wiki/Terra_Roxa_(S%C3%A3o_Paulo)"
3188,9494,"2604908","Cumaru","https://pt.wikipedia.org/wiki/Cumaru_(Pernambuco)"
3189,9487,"2204659","Ilha Grande","https://pt.wikipedia.org/wiki/Ilha_Grande_(Piau%C3%AD)"
3190,9473,"2516805","Triunfo","https://pt.wikipedia.org/wiki/Triunfo_(Para%C3%ADba)"
3191,9471,"3154507","Riacho dos Machados","https://pt.wikipedia.org/wiki/Riacho_dos_Machados"
3192,9470,"3102704","Cachoeira de Pajeú","https://pt.wikipedia.org/wiki/Cachoeira_de_Paje%C3%BA"
3193,9461,"1101203","Ministro Andreazza","https://pt.wikipedia.org/wiki/Ministro_Andreazza"
3194,9458,"2310001","Palhano","https://pt.wikipedia.org/wiki/Palhano"
3195,9452,"3511300","Cedral","https://pt.wikipedia.org/wiki/Cedral_(S%C3%A3o_Paulo)"
3196,9447,"4122503","Roncador","https://pt.wikipedia.org/wiki/Roncador"
3197,9436,"2805307","Pirambu","https://pt.wikipedia.org/wiki/Pirambu"
3198,9435,"1701002","Ananás","https://pt.wikipedia.org/wiki/Anan%C3%A1s_(Tocantins)"
3199,9431,"2930766","Sítio do Quinto","https://pt.wikipedia.org/wiki/S%C3%ADtio_do_Quinto"
3200,9423,"2204204","Francisco Santos","https://pt.wikipedia.org/wiki/Francisco_Santos"
3201,9423,"3113503","Carbonita","https://pt.wikipedia.org/wiki/Carbonita"
3202,9422,"4216107","São Domingos","https://pt.wikipedia.org/wiki/S%C3%A3o_Domingos_(Santa_Catarina)"
3203,9416,"3305307","São Sebastião do Alto","https://pt.wikipedia.org/wiki/S%C3%A3o_Sebasti%C3%A3o_do_Alto"
3204,9415,"2924900","Planaltino","https://pt.wikipedia.org/wiki/Planaltino"
3205,9401,"3304508","Rio das Flores","https://pt.wikipedia.org/wiki/Rio_das_Flores"
3206,9399,"5101308","Arenápolis","https://pt.wikipedia.org/wiki/Aren%C3%A1polis"
3207,9396,"3545407","Salto Grande","https://pt.wikipedia.org/wiki/Salto_Grande"
3208,9395,"2907004","Cardeal da Silva","https://pt.wikipedia.org/wiki/Cardeal_da_Silva"
3209,9375,"5108956","Nova Monte Verde","https://pt.wikipedia.org/wiki/Nova_Monte_Verde"
3210,9375,"5214408","Nazário","https://pt.wikipedia.org/wiki/Naz%C3%A1rio"
3211,9373,"2401404","Baía Formosa","https://pt.wikipedia.org/wiki/Ba%C3%ADa_Formosa"
3212,9372,"5004809","Japorã","https://pt.wikipedia.org/wiki/Japor%C3%A3"
3213,9357,"5107941","Tabaporã","https://pt.wikipedia.org/wiki/Tabapor%C3%A3"
3214,9342,"2933406","Wagner","https://pt.wikipedia.org/wiki/Wagner_(Bahia)"
3215,9341,"2405009","Jaçanã","https://pt.wikipedia.org/wiki/Ja%C3%A7an%C3%A3_(Rio_Grande_do_Norte)"
3216,9318,"3112901","Caputira","https://pt.wikipedia.org/wiki/Caputira"
3217,9312,"1302009","Itapiranga","https://pt.wikipedia.org/wiki/Itapiranga_(Amazonas)"
3218,9303,"2907558","Caturama","https://pt.wikipedia.org/wiki/Caturama"
3219,9289,"1304005","Silves","https://pt.wikipedia.org/wiki/Silves_(Amazonas)"
3220,9284,"5108055","Terra Nova do Norte","https://pt.wikipedia.org/wiki/Terra_Nova_do_Norte"
3221,9280,"3205150","Vila Pavão","https://pt.wikipedia.org/wiki/Vila_Pav%C3%A3o"
3222,9280,"3515350","Euclides da Cunha Paulista","https://pt.wikipedia.org/wiki/Euclides_da_Cunha_Paulista"
3223,9277,"5212709","Mambaí","https://pt.wikipedia.org/wiki/Mamba%C3%AD"
3224,9270,"3100500","Açucena","https://pt.wikipedia.org/wiki/A%C3%A7ucena_(Minas_Gerais)"
3225,9269,"4127882","Tunas do Paraná","https://pt.wikipedia.org/wiki/Tunas_do_Paran%C3%A1"
3226,9269,"4212254","Passo de Torres","https://pt.wikipedia.org/wiki/Passo_de_Torres"
3227,9265,"1600105","Amapá","https://pt.wikipedia.org/wiki/Amap%C3%A1_(munic%C3%ADpio)"
3228,9258,"2206696","Murici dos Portelas","https://pt.wikipedia.org/wiki/Murici_dos_Portelas"
3229,9256,"1714203","Natividade","https://pt.wikipedia.org/wiki/Natividade_(Tocantins)"
3230,9247,"2933109","Várzea do Poço","https://pt.wikipedia.org/wiki/V%C3%A1rzea_do_Po%C3%A7o"
3231,9234,"5212808","Mara Rosa","https://pt.wikipedia.org/wiki/Mara_Rosa"
3232,9233,"3103009","Antônio Dias","https://pt.wikipedia.org/wiki/Ant%C3%B4nio_Dias"
3233,9211,"4305306","Chapada","https://pt.wikipedia.org/wiki/Chapada_(Rio_Grande_do_Sul)"
3234,9210,"4123857","Santa Maria do Oeste","https://pt.wikipedia.org/wiki/Santa_Maria_do_Oeste"
3235,9209,"3119500","Coronel Murta","https://pt.wikipedia.org/wiki/Coronel_Murta"
3236,9209,"3504800","Bálsamo","https://pt.wikipedia.org/wiki/B%C3%A1lsamo_(S%C3%A3o_Paulo)"
3237,9207,"2310605","Penaforte","https://pt.wikipedia.org/wiki/Penaforte"
3238,9197,"2501401","Baía da Traição","https://pt.wikipedia.org/wiki/Ba%C3%ADa_da_Trai%C3%A7%C3%A3o"
3239,9173,"3535200","Palmeira d'Oeste","https://pt.wikipedia.org/wiki/Palmeira_d%27Oeste"
3240,9163,"3556909","Vista Alegre do Alto","https://pt.wikipedia.org/wiki/Vista_Alegre_do_Alto"
3241,9158,"5200050","Abadia de Goiás","https://pt.wikipedia.org/wiki/Abadia_de_Goi%C3%A1s"
3242,9128,"3152709","Prados","https://pt.wikipedia.org/wiki/Prados_(Minas_Gerais)"
3243,9126,"2922854","Nova Redenção","https://pt.wikipedia.org/wiki/Nova_Reden%C3%A7%C3%A3o"
3244,9126,"3542107","Rafard","https://pt.wikipedia.org/wiki/Rafard"
3245,9125,"3555802","Urânia","https://pt.wikipedia.org/wiki/Ur%C3%A2nia_(S%C3%A3o_Paulo)"
3246,9123,"2923506","Palmeiras","https://pt.wikipedia.org/wiki/Palmeiras_(Bahia)"
3247,9116,"5000807","Anaurilândia","https://pt.wikipedia.org/wiki/Anauril%C3%A2ndia"
3248,9110,"5219407","Santa Rita do Araguaia","https://pt.wikipedia.org/wiki/Santa_Rita_do_Araguaia"
3249,9099,"3118700","Coqueiral","https://pt.wikipedia.org/wiki/Coqueiral"
3250,9093,"4207650","Iporã do Oeste","https://pt.wikipedia.org/wiki/Ipor%C3%A3_do_Oeste"
3251,9088,"3514007","Dobrada","https://pt.wikipedia.org/wiki/Dobrada"
3252,9085,"2928950","São Domingos","https://pt.wikipedia.org/wiki/S%C3%A3o_Domingos_(Bahia)"
3253,9082,"5000906","Antônio João","https://pt.wikipedia.org/wiki/Ant%C3%B4nio_Jo%C3%A3o"
3254,9070,"4304903","Casca","https://pt.wikipedia.org/wiki/Casca_(Rio_Grande_do_Sul)"
3255,9064,"2107001","Montes Altos","https://pt.wikipedia.org/wiki/Montes_Altos"
3256,9056,"5108907","Nova Maringá","https://pt.wikipedia.org/wiki/Nova_Maring%C3%A1"
3257,9046,"2807204","Siriri","https://pt.wikipedia.org/wiki/Siriri_(Sergipe)"
3258,9041,"2208650","Queimada Nova","https://pt.wikipedia.org/wiki/Queimada_Nova"
3259,9005,"4125209","São Jorge d'Oeste","https://pt.wikipedia.org/wiki/S%C3%A3o_Jorge_d%27Oeste"
3260,9002,"5222054","Vicentinópolis","https://pt.wikipedia.org/wiki/Vicentin%C3%B3polis"
3261,8995,"4313953","Pantano Grande","https://pt.wikipedia.org/wiki/Pantano_Grande"
3262,8991,"3549508","São José da Bela Vista","https://pt.wikipedia.org/wiki/S%C3%A3o_Jos%C3%A9_da_Bela_Vista"
3263,8988,"4107256","Douradina","https://pt.wikipedia.org/wiki/Douradina_(Paran%C3%A1)"
3264,8987,"2928307","Santanópolis","https://pt.wikipedia.org/wiki/Santan%C3%B3polis"
3265,8981,"2602407","Brejão","https://pt.wikipedia.org/wiki/Brej%C3%A3o"
3266,8973,"3536604","Paulo de Faria","https://pt.wikipedia.org/wiki/Paulo_de_Faria"
3267,8968,"5211404","Itauçu","https://pt.wikipedia.org/wiki/Itau%C3%A7u"
3268,8965,"1720804","Sítio Novo do Tocantins","https://pt.wikipedia.org/wiki/S%C3%ADtio_Novo_do_Tocantins"
3269,8964,"3155405","Rio Novo","https://pt.wikipedia.org/wiki/Rio_Novo"
3270,8955,"3143500","Morada Nova de Minas","https://pt.wikipedia.org/wiki/Morada_Nova_de_Minas"
3271,8939,"2925931","Quixabeira","https://pt.wikipedia.org/wiki/Quixabeira_(Bahia)"
3272,8926,"3128402","Guarani","https://pt.wikipedia.org/wiki/Guarani_(Minas_Gerais)"
3273,8917,"3532504","Neves Paulista","https://pt.wikipedia.org/wiki/Neves_Paulista"
3274,8912,"2905107","Caém","https://pt.wikipedia.org/wiki/Ca%C3%A9m"
3275,8912,"5203401","Bom Jardim de Goiás","https://pt.wikipedia.org/wiki/Bom_Jardim_de_Goi%C3%A1s"
3276,8903,"3118908","Cordisburgo","https://pt.wikipedia.org/wiki/Cordisburgo"
3277,8900,"3159209","Santa Rita de Caldas","https://pt.wikipedia.org/wiki/Santa_Rita_de_Caldas"
3278,8896,"4106001","Congonhinhas","https://pt.wikipedia.org/wiki/Congonhinhas"
3279,8894,"3511904","Clementina","https://pt.wikipedia.org/wiki/Clementina_(S%C3%A3o_Paulo)"
3280,8892,"1707702","Filadélfia","https://pt.wikipedia.org/wiki/Filad%C3%A9lfia_(Tocantins)"
3281,8889,"3546900","Santa Lúcia","https://pt.wikipedia.org/wiki/Santa_L%C3%BAcia_(S%C3%A3o_Paulo)"
3282,8883,"3514304","Dourado","https://pt.wikipedia.org/wiki/Dourado_(S%C3%A3o_Paulo)"
3283,8881,"4108957","Guamiranga","https://pt.wikipedia.org/wiki/Guamiranga"
3284,8875,"3537503","Pereiras","https://pt.wikipedia.org/wiki/Pereiras"
3285,8865,"4126009","São Sebastião da Amoreira","https://pt.wikipedia.org/wiki/S%C3%A3o_Sebasti%C3%A3o_da_Amoreira"
3286,8856,"2918456","Jucuruçu","https://pt.wikipedia.org/wiki/Jucuru%C3%A7u"
3287,8850,"2704609","Maravilha","https://pt.wikipedia.org/wiki/Maravilha_(Alagoas)"
3288,8849,"2912004","Ibiassucê","https://pt.wikipedia.org/wiki/Ibiassuc%C3%AA"
3289,8848,"2902302","Aratuípe","https://pt.wikipedia.org/wiki/Aratu%C3%ADpe"
3290,8843,"4201505","Armazém","https://pt.wikipedia.org/wiki/Armaz%C3%A9m"
3291,8841,"2102150","Brejo de Areia","https://pt.wikipedia.org/wiki/Brejo_de_Areia"
3292,8841,"2105948","Lago dos Rodrigues","https://pt.wikipedia.org/wiki/Lago_dos_Rodrigues"
3293,8833,"2308807","Moraújo","https://pt.wikipedia.org/wiki/Mora%C3%BAjo"
3294,8832,"3150158","Piedade de Caratinga","https://pt.wikipedia.org/wiki/Piedade_de_Caratinga"
3295,8830,"3202553","Ibitirama","https://pt.wikipedia.org/wiki/Ibitirama"
3296,8822,"2804458","Nossa Senhora Aparecida","https://pt.wikipedia.org/wiki/Nossa_Senhora_Aparecida_(Sergipe)"
3297,8814,"2208700","Redenção do Gurgueia","https://pt.wikipedia.org/wiki/Reden%C3%A7%C3%A3o_do_Gurgueia"
3298,8810,"3116803","Coluna","https://pt.wikipedia.org/wiki/Coluna_(Minas_Gerais)"
3299,8806,"2103125","Central do Maranhão","https://pt.wikipedia.org/wiki/Central_do_Maranh%C3%A3o"
3300,8803,"3513207","Cristais Paulista","https://pt.wikipedia.org/wiki/Cristais_Paulista"
3301,8794,"5205455","Cezarina","https://pt.wikipedia.org/wiki/Cezarina"
3302,8793,"4114906","Marilândia do Sul","https://pt.wikipedia.org/wiki/Maril%C3%A2ndia_do_Sul"
3303,8790,"2407401","Martins","https://pt.wikipedia.org/wiki/Martins_(Rio_Grande_do_Norte)"
3304,8782,"5102850","Castanheira","https://pt.wikipedia.org/wiki/Castanheira_(Mato_Grosso)"
3305,8764,"3142601","Monsenhor Paulo","https://pt.wikipedia.org/wiki/Monsenhor_Paulo"
3306,8760,"4215679","Santa Terezinha","https://pt.wikipedia.org/wiki/Santa_Terezinha_(Santa_Catarina)"
3307,8759,"5213509","Monte Alegre de Goiás","https://pt.wikipedia.org/wiki/Monte_Alegre_de_Goi%C3%A1s"
3308,8751,"2206803","Nossa Senhora dos Remédios","https://pt.wikipedia.org/wiki/Nossa_Senhora_dos_Rem%C3%A9dios_(Piau%C3%AD)"
3309,8749,"5200803","Alvorada do Norte","https://pt.wikipedia.org/wiki/Alvorada_do_Norte"
